"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RNF7",3.17435688115043e-268,0.356115926071987,0.325,0.046,6.93723952806616e-264,"6","RNF7"
"RWDD1",4.32801064920308e-268,0.407899610267291,0.373,0.061,9.45843447276842e-264,"6","RWDD1"
"HLA-B1",5.82604367103959e-268,0.675262279881463,0.874,0.236,1.27322358386899e-263,"6","HLA-B"
"VPS51",9.13996156822735e-268,0.277364737816884,0.326,0.045,1.9974472011204e-263,"6","VPS51"
"NACA",4.87902366255825e-267,0.600448936828621,0.794,0.215,1.06626183121548e-262,"6","NACA"
"MRPS16",6.55834321770164e-267,0.352382188505068,0.309,0.041,1.43326032679652e-262,"6","MRPS16"
"ALKBH7",1.00690970963683e-266,0.39210481399667,0.281,0.034,2.20050047944032e-262,"6","ALKBH7"
"RIMS2",5.66536998054373e-266,0.285208368960288,0.356,0.055,1.23810995554803e-261,"6","RIMS2"
"BUD23",8.71371533767363e-266,0.324264956692147,0.284,0.035,1.90429534989519e-261,"6","BUD23"
"RPL291",1.48897504289496e-265,0.412209473319849,0.841,0.224,3.25400605874265e-261,"6","RPL29"
"ID2",1.62234451898762e-265,0.603760510616679,0.352,0.053,3.54547171179554e-261,"6","ID2"
"SIVA1",1.82027577572645e-265,0.293570218926527,0.295,0.038,3.97803068027259e-261,"6","SIVA1"
"SLC35E3",2.01345656531894e-265,0.654888277840656,0.53,0.119,4.400207977848e-261,"6","SLC35E3"
"TPRG1L",8.15030583316335e-265,0.258446706901869,0.26,0.029,1.78116783677952e-260,"6","TPRG1L"
"PSMC1",2.07699383187797e-264,0.296901299948746,0.332,0.048,4.5390623201861e-260,"6","PSMC1"
"NDUFB10",2.39459398368733e-264,0.325178079321836,0.36,0.057,5.2331456919503e-260,"6","NDUFB10"
"PLPP5",3.98899263360933e-264,0.295420253827075,0.313,0.043,8.71754450148982e-260,"6","PLPP5"
"RERE",5.86747190466661e-264,0.277843478507252,0.282,0.034,1.28227731004584e-259,"6","RERE"
"CHST12",1.29331273305183e-263,0.954533128701096,0.635,0.195,2.82640564681147e-259,"6","CHST12"
"NEMF",1.46581324164342e-263,0.313595266805588,0.264,0.03,3.20338825828752e-259,"6","NEMF"
"GADD45A",2.22229735820303e-263,0.330444067946517,0.288,0.036,4.85660864661691e-259,"6","GADD45A"
"CAPZA2",8.92769619564086e-263,0.295925614460352,0.388,0.066,1.95105872659535e-258,"6","CAPZA2"
"RAB24",1.23633605799238e-262,0.253212949335727,0.276,0.033,2.70188882113654e-258,"6","RAB24"
"RPSA1",2.68756364566393e-262,0.71439193153989,0.909,0.281,5.87340159123394e-258,"6","RPSA"
"FURIN",1.33020162472544e-261,0.418455925278991,0.318,0.045,2.90702263067497e-257,"6","FURIN"
"SH3BGRL",1.47917537489289e-261,0.274682334364044,0.267,0.031,3.23258986429092e-257,"6","SH3BGRL"
"SAT2",2.35436601022789e-261,0.284998077039688,0.314,0.044,5.14523147875203e-257,"6","SAT2"
"NDUFB5",4.12720000475294e-261,0.44329910234172,0.282,0.035,9.01958289038707e-257,"6","NDUFB5"
"MRPL23",8.30392719434986e-261,0.388143431506374,0.276,0.034,1.81474024905322e-256,"6","MRPL23"
"LAMTOR5",1.13323421836143e-260,0.256670112086861,0.358,0.057,2.47657006080708e-256,"6","LAMTOR5"
"PLA2G12A",2.34464718773149e-260,0.255433700361146,0.305,0.041,5.12399196406839e-256,"6","PLA2G12A"
"ORC4",1.43039237023693e-259,0.315618661488494,0.343,0.052,3.12597948591578e-255,"6","ORC4"
"FAAP20",5.16828345607725e-259,0.321320271165163,0.304,0.041,1.12947666649112e-254,"6","FAAP20"
"PLEKHB2",5.49490329167529e-259,0.416864314973443,0.386,0.067,1.20085616536272e-254,"6","PLEKHB2"
"FAM200B",7.6444945362247e-258,0.335154330655218,0.252,0.028,1.67062783594655e-253,"6","FAM200B"
"RAB21",2.88390035288749e-257,0.271850955326577,0.352,0.056,6.30247583120031e-253,"6","RAB21"
"PTPRA",4.74075579627254e-257,0.293082391300065,0.259,0.029,1.0360447717174e-252,"6","PTPRA"
"RPL13AP3",6.27963000085576e-257,0.521514417556963,0.278,0.035,1.37235034038702e-252,"6","RPL13AP3"
"ZBTB8A",1.72577805863609e-256,0.467298364896195,0.422,0.079,3.77151536934332e-252,"6","ZBTB8A"
"EIF5",2.11041816643051e-256,0.304241498252575,0.312,0.044,4.61210786091723e-252,"6","EIF5"
"SLC36A4",5.23466872186318e-256,0.259974121523331,0.25,0.027,1.14398450247598e-251,"6","SLC36A4"
"CIAO2B",1.83730051521653e-255,0.28383383786162,0.326,0.048,4.01523654595420e-251,"6","CIAO2B"
"LINC00963",1.37603014207097e-254,0.564274184121197,0.504,0.113,3.00717627248189e-250,"6","LINC00963"
"AKAP9",2.62669067087751e-254,0.446044839772484,0.343,0.054,5.74036979213571e-250,"6","AKAP9"
"RPLP01",3.16218499812857e-254,0.745071933870963,0.901,0.265,6.91063909491017e-250,"6","RPLP0"
"AIP",1.9565950748332e-253,0.254635421609502,0.29,0.038,4.27594287654046e-249,"6","AIP"
"MFSD4B",1.16509437174151e-252,0.623325199904065,0.429,0.084,2.5461972400039e-248,"6","MFSD4B"
"TMEM163",3.76348495806513e-252,0.257212092863121,0.309,0.043,8.22472002735554e-248,"6","TMEM163"
"DHX36",6.18473711821401e-252,0.287645725696532,0.269,0.033,1.35161244981449e-247,"6","DHX36"
"VEGFB",1.20362606007058e-251,0.263106076778307,0.333,0.051,2.63040439167826e-247,"6","VEGFB"
"SURF1",2.45766461309206e-251,0.255066842485153,0.283,0.037,5.37098024545139e-247,"6","SURF1"
"RPN1",3.99812489815685e-251,0.264895618666998,0.311,0.044,8.73750215243199e-247,"6","RPN1"
"NCALD",6.91562008672399e-251,0.285129996999875,0.261,0.031,1.51133961375266e-246,"6","NCALD"
"TENT5A",1.62660940951548e-250,0.386914676807229,0.272,0.034,3.55479220355513e-246,"6","TENT5A"
"EEF1B2",2.19610789428956e-250,0.361878038085859,0.739,0.197,4.79937419218041e-246,"6","EEF1B2"
"C11orf1",2.7736818283441e-250,0.568122081577549,0.311,0.046,6.0616042676632e-246,"6","C11orf1"
"DGKZ",3.87074710322646e-250,0.340407547837888,0.26,0.031,8.4591307193911e-246,"6","DGKZ"
"SFT2D2",4.01883838286061e-250,0.361243350590672,0.252,0.029,8.78276940190358e-246,"6","SFT2D2"
"UBE2B",6.34208899085456e-250,0.308483371015257,0.296,0.041,1.38600012806136e-245,"6","UBE2B"
"RPAIN",6.71784687481821e-249,0.278581376856294,0.277,0.035,1.46811825602277e-244,"6","RPAIN"
"EBLN3P",9.02879421367684e-249,0.378579008279204,0.255,0.03,1.97315268745694e-244,"6","EBLN3P"
"DDT",1.2350431095298e-248,0.275181850081973,0.398,0.071,2.69906321156643e-244,"6","DDT"
"NCKAP1",1.73044932346697e-248,0.250832685008502,0.353,0.058,3.78172395150472e-244,"6","NCKAP1"
"C7orf50",4.8702262225615e-248,0.250297807741108,0.26,0.031,1.06433923867859e-243,"6","C7orf50"
"RPL27",6.75193137592509e-248,0.340757683706109,0.834,0.226,1.47556708289467e-243,"6","RPL27"
"TMEM37",8.0248385777867e-246,0.279259939126052,0.26,0.031,1.75374822278951e-241,"6","TMEM37"
"AC073610.1",1.02555386754581e-245,0.500966564376004,0.262,0.032,2.24124542213461e-241,"6","AC073610.1"
"TIMM8B",2.53520697746814e-245,0.302867431975401,0.256,0.03,5.54044132855888e-241,"6","TIMM8B"
"ENY2",4.2451376700005e-245,0.266158413775995,0.268,0.034,9.2773238640191e-241,"6","ENY2"
"SRI",6.27785523814029e-245,0.297684459006662,0.297,0.041,1.37196248374318e-240,"6","SRI"
"MXRA71",1.90137072165831e-244,0.285508391491625,0.816,0.238,4.15525557511207e-240,"6","MXRA7"
"SPG7",2.37342027514898e-244,0.290658079979908,0.355,0.059,5.18687266931058e-240,"6","SPG7"
"MYH14",2.98957609774502e-244,0.252176837102235,0.288,0.039,6.53341960401197e-240,"6","MYH14"
"AL080243.4",3.08136939829744e-244,0.322970289108394,0.4,0.073,6.73402468303922e-240,"6","AL080243.4"
"SAFB2",4.88079995845093e-244,0.33648962193188,0.267,0.034,1.06665002291987e-239,"6","SAFB2"
"TXNDC15",5.35166004509259e-244,0.25757998125408,0.265,0.033,1.16955178625454e-239,"6","TXNDC15"
"UBE2V2",7.23517041660897e-244,0.282052188557586,0.355,0.059,1.58117414284572e-239,"6","UBE2V2"
"PCBP1-AS1",8.0540992922719e-244,0.477120283982978,0.324,0.05,1.7601428593331e-239,"6","PCBP1-AS1"
"FOS",1.20043198848427e-243,0.492357162313081,0.553,0.127,2.62342406763351e-239,"6","FOS"
"ELOC",3.67046502760675e-243,0.251818603734383,0.302,0.043,8.02143427133179e-239,"6","ELOC"
"RPL13A1",1.42761901762291e-242,0.933911958125958,0.944,0.388,3.1199186011131e-238,"6","RPL13A"
"SCG52",4.64078474057891e-242,0.877912097965457,0.92,0.276,1.01419709720612e-237,"6","SCG5"
"SLC38A10",6.62019214266119e-242,0.353862266415704,0.267,0.034,1.44677679085718e-237,"6","SLC38A10"
"RPS6KA5",3.12672478234049e-241,0.716769576884731,0.609,0.165,6.8331443393269e-237,"6","RPS6KA5"
"TIMM17B",4.62511206336031e-241,0.305307789091468,0.281,0.038,1.01077199032676e-236,"6","TIMM17B"
"LPIN1",1.29963691660543e-240,0.294017930761415,0.288,0.04,2.8402265175495e-236,"6","LPIN1"
"RAB27A",1.37040778141679e-240,0.255382998544036,0.397,0.074,2.99488916550825e-236,"6","RAB27A"
"OXA1L",1.72013588615714e-240,0.271828845341192,0.371,0.065,3.75918496560781e-236,"6","OXA1L"
"ZNF91",1.96202139949608e-240,0.463727285733841,0.297,0.044,4.28780156645874e-236,"6","ZNF91"
"FUT11",3.46007816627474e-240,0.252349575999733,0.285,0.039,7.56165482457683e-236,"6","FUT11"
"JPX",1.51378459466955e-239,0.479236733286825,0.307,0.046,3.30822485319083e-235,"6","JPX"
"ZMAT3",1.74113011504422e-239,0.538016714292017,0.566,0.145,3.80506575341764e-235,"6","ZMAT3"
"ZNF207",2.35405011900129e-239,0.351570150773668,0.356,0.061,5.14454113006541e-235,"6","ZNF207"
"UQCRFS1",2.94642275446574e-239,0.358316292245853,0.272,0.036,6.43911228760943e-235,"6","UQCRFS1"
"SSTR2",1.53728501433552e-238,0.34790187596739,0.384,0.07,3.35958267032885e-234,"6","SSTR2"
"MT-TF",3.05900717112534e-238,0.314591605695986,0.252,0.03,6.68515427177732e-234,"6","MT-TF"
"DDX1",1.37125074786183e-236,0.266339991197577,0.261,0.033,2.99673138437723e-232,"6","DDX1"
"BLOC1S6",1.63844712643661e-236,0.281878587365458,0.322,0.051,3.58066235011457e-232,"6","BLOC1S6"
"TTLL7",3.20415008772429e-236,0.312776596431734,0.295,0.043,7.00234960171266e-232,"6","TTLL7"
"RPS7",3.63841763481125e-236,0.716788861639548,0.917,0.375,7.95139789911651e-232,"6","RPS7"
"AL360020.1",1.92019574435109e-235,0.434535962404212,0.307,0.046,4.19639577970487e-231,"6","AL360020.1"
"MAGI2-AS3",3.38899322651944e-235,0.291953761584296,0.254,0.031,7.40630579723558e-231,"6","MAGI2-AS3"
"TOMM71",5.4757641865761e-235,0.266673137650026,0.832,0.239,1.19667350533434e-230,"6","TOMM7"
"FXR1",7.89409390695048e-235,0.268069994462262,0.284,0.04,1.72517528242496e-230,"6","FXR1"
"AL031595.3",1.0750682877028e-234,0.488927050878712,0.45,0.097,2.34945423594569e-230,"6","AL031595.3"
"AL590822.2",1.36394609987728e-234,0.397275290937328,0.456,0.097,2.9807678066718e-230,"6","AL590822.2"
"ASB8",1.79752008973977e-234,0.265771212721463,0.279,0.038,3.92830040411729e-230,"6","ASB8"
"RBBP7",2.6599772920387e-234,0.265300634145414,0.26,0.033,5.81311437402138e-230,"6","RBBP7"
"LRRC58",3.47039201783922e-234,0.394295583945755,0.422,0.086,7.58419471578583e-230,"6","LRRC58"
"CERS2",4.30079747132597e-234,0.332968588505768,0.309,0.047,9.39896279383578e-230,"6","CERS2"
"ACER3",8.82471829522635e-234,0.463375392455452,0.588,0.151,1.92855393623877e-229,"6","ACER3"
"SERAC1",1.46194291330114e-233,0.426121208742449,0.455,0.097,3.19493004272831e-229,"6","SERAC1"
"PET100",1.73979188003538e-233,0.279268487703803,0.256,0.032,3.80214117462933e-229,"6","PET100"
"TMEM184B",1.8913141409718e-232,0.251779713128655,0.26,0.033,4.13327792367976e-228,"6","TMEM184B"
"DEK",3.67991423920713e-232,0.303659891897178,0.285,0.04,8.04208457836325e-228,"6","DEK"
"HDAC1",3.93861064473829e-232,0.306054740736385,0.259,0.033,8.60743970301105e-228,"6","HDAC1"
"ILF3",6.81623261310502e-232,0.255116556994887,0.297,0.044,1.48961947526797e-227,"6","ILF3"
"XPR1",1.11420079950569e-231,0.30176572941139,0.254,0.032,2.43497442723973e-227,"6","XPR1"
"SPG21",3.09188250928904e-231,0.259743385205669,0.367,0.066,6.75700003580027e-227,"6","SPG21"
"TUFM",6.51210076472196e-231,0.292905345844223,0.293,0.043,1.42315450112234e-226,"6","TUFM"
"RPL241",1.01942618718493e-230,0.799980255083882,0.922,0.3,2.22785398947394e-226,"6","RPL24"
"TPR",2.17674885935684e-230,0.374695028715923,0.312,0.049,4.75706695723845e-226,"6","TPR"
"PAPSS21",3.28127989540824e-230,0.324380608071902,0.743,0.204,7.17090908342517e-226,"6","PAPSS2"
"NELFCD",5.40110140804276e-230,0.432042009169491,0.347,0.061,1.18035670171367e-225,"6","NELFCD"
"AC008434.1",5.83133890024132e-230,0.438131044425707,0.309,0.048,1.27438080325874e-225,"6","AC008434.1"
"AC099343.4",2.63886680666243e-229,0.355052770768562,0.352,0.061,5.76697951928008e-225,"6","AC099343.4"
"P3H3",3.36077152363632e-229,0.466621063729821,0.277,0.038,7.34463008775482e-225,"6","P3H3"
"TUBA4A",2.66544199643496e-228,0.307921983410481,0.28,0.039,5.82505693900896e-224,"6","TUBA4A"
"DNAJB1",6.06605689606338e-228,0.386241282816863,0.491,0.11,1.32567607406569e-223,"6","DNAJB1"
"SLC30A82",6.08591170029612e-228,0.568726190702653,0.773,0.217,1.33001514298271e-223,"6","SLC30A8"
"ELP2",9.66584542181934e-228,0.374919115519496,0.414,0.083,2.1123738584844e-223,"6","ELP2"
"SMARCA5",4.22705287752104e-226,0.29962973604393,0.253,0.033,9.23780135853448e-222,"6","SMARCA5"
"AKIRIN1",8.05327112504956e-226,0.258017876823432,0.262,0.035,1.75996187166833e-221,"6","AKIRIN1"
"DUSP3",9.66323766193108e-226,0.281786773478274,0.282,0.041,2.11180395863842e-221,"6","DUSP3"
"ZNF791",1.35471496231569e-225,0.339318244211462,0.296,0.045,2.9605940786447e-221,"6","ZNF791"
"EIF3I",8.1020928592048e-225,0.319856332299492,0.306,0.048,1.77063137345062e-220,"6","EIF3I"
"NDUFV3",2.19300572045521e-224,0.331502067232385,0.324,0.054,4.79259470148282e-220,"6","NDUFV3"
"TRAPPC5",3.54507834795e-224,0.260206963365351,0.322,0.053,7.74741422160993e-220,"6","TRAPPC5"
"RPLP2",3.99033324872216e-224,0.692530060529641,0.905,0.275,8.7204742817574e-220,"6","RPLP2"
"CLPP",9.20484187287987e-224,0.303784292578148,0.28,0.041,2.01162614289917e-219,"6","CLPP"
"ITGAV",1.44145645199871e-222,0.259724291014147,0.278,0.04,3.15015893019799e-218,"6","ITGAV"
"RPL36A",1.80997229928824e-222,0.500913452840076,0.861,0.286,3.95551346286451e-218,"6","RPL36A"
"TXN",3.36829359117474e-222,0.251873825577274,0.316,0.051,7.36106881415328e-218,"6","TXN"
"SPATS2",5.49141170802398e-222,0.284676968303616,0.323,0.054,1.20009311467156e-217,"6","SPATS2"
"TXNL1",1.02863214103319e-221,0.367561553127275,0.26,0.035,2.24797268101393e-217,"6","TXNL1"
"CLN5",1.15334702284312e-221,0.286048787426659,0.255,0.034,2.52052458372135e-217,"6","CLN5"
"ADAM10",1.48589967943034e-221,0.61725591759212,0.556,0.149,3.24728515942707e-217,"6","ADAM10"
"KMT2A",1.55352057527933e-221,0.304650057759619,0.386,0.076,3.39506386521544e-217,"6","KMT2A"
"GPSM1",1.84314870131093e-221,0.26826409728365,0.301,0.046,4.0280171718449e-217,"6","GPSM1"
"JUNB",7.25898475684409e-221,0.460765542725979,0.787,0.227,1.58637852876071e-216,"6","JUNB"
"ABHD18",9.25609794563682e-221,0.352641045868072,0.297,0.046,2.02282764503947e-216,"6","ABHD18"
"RAB3B1",1.14476944692577e-220,0.319433988605212,0.752,0.246,2.50177914931157e-216,"6","RAB3B"
"DAP3",2.36691586480322e-220,0.262578337807997,0.257,0.035,5.17265793094097e-216,"6","DAP3"
"AC243919.1",2.69552277838075e-220,0.862253623938116,0.902,0.332,5.8907954798733e-216,"6","AC243919.1"
"THOC7",4.48739985497298e-220,0.295935270188269,0.251,0.033,9.80676364305795e-216,"6","THOC7"
"SLC4A8",1.52692509398745e-219,0.304417571639589,0.283,0.042,3.33694210040018e-215,"6","SLC4A8"
"DNASE1",2.57960902063562e-219,0.380204760254926,0.32,0.053,5.63747755369707e-215,"6","DNASE1"
"RPLP1",1.43573162337054e-218,0.820148202443479,0.938,0.316,3.13764788971399e-214,"6","RPLP1"
"MAF1",1.4382732281285e-218,0.264149577726226,0.281,0.042,3.14320231275202e-214,"6","MAF1"
"FXYD2",2.05955180569163e-218,0.549138616652382,0.598,0.155,4.50094451615848e-214,"6","FXYD2"
"RPS29P16",2.33572860915855e-218,0.335002143285959,0.326,0.055,5.10450130245509e-214,"6","RPS29P16"
"SELENOM",7.91740239137356e-218,0.344824315273488,0.259,0.035,1.73026911861078e-213,"6","SELENOM"
"TAOK1",1.20221860410795e-217,0.375490054904505,0.283,0.043,2.62732853741752e-213,"6","TAOK1"
"EMC7",1.54460951536853e-217,0.250328768495445,0.277,0.041,3.37558963488639e-213,"6","EMC7"
"BTG2",7.14115323739844e-217,0.40761963274249,0.444,0.096,1.56062762850105e-212,"6","BTG2"
"LPGAT1",7.82108540625742e-217,0.285908240373625,0.295,0.046,1.7092200046835e-212,"6","LPGAT1"
"SRP19",3.856482802586e-216,0.416246836537994,0.322,0.056,8.42795751677145e-212,"6","SRP19"
"NDUFB6",4.50390354078225e-216,0.391006359199248,0.27,0.039,9.84283079802553e-212,"6","NDUFB6"
"PSMD4",6.69048156323634e-216,0.280335713239266,0.28,0.042,1.46213784082967e-211,"6","PSMD4"
"IFIT3",9.27649453665117e-216,0.279619615633533,0.42,0.088,2.02728511603975e-211,"6","IFIT3"
"GOSR1",1.27991753077195e-215,0.302205648696019,0.379,0.074,2.79713177174903e-211,"6","GOSR1"
"L2HGDH",1.79809537295285e-215,0.321331002681201,0.379,0.073,3.92955762805116e-211,"6","L2HGDH"
"HOOK3",4.0724770217389e-215,0.255108241356293,0.353,0.065,8.8999912833082e-211,"6","HOOK3"
"CMPK1",4.14782096596981e-215,0.322039245500741,0.264,0.037,9.06464793903043e-211,"6","CMPK1"
"SLC30A5",1.02900312189197e-214,0.262545618423406,0.265,0.037,2.24878342258272e-210,"6","SLC30A5"
"UBA52",1.62008453775161e-214,0.265214365916203,0.847,0.246,3.54053274880238e-210,"6","UBA52"
"HAGH",1.63574611087862e-214,0.36403170535522,0.312,0.053,3.57475955071413e-210,"6","HAGH"
"CRYBB2P1",2.88211106449005e-214,0.29935021658153,0.273,0.04,6.29856552033655e-210,"6","CRYBB2P1"
"TTBK2",2.07407873945467e-213,0.335028322613945,0.333,0.059,4.53269167720425e-209,"6","TTBK2"
"POLR2A",2.68356003011563e-213,0.316422369071479,0.257,0.036,5.86465208981471e-209,"6","POLR2A"
"RSL1D1",5.60311952638583e-211,0.27337146582786,0.285,0.044,1.22450574129636e-206,"6","RSL1D1"
"AC003991.1",1.11420522567381e-210,0.453916546811925,0.263,0.038,2.43498410018755e-206,"6","AC003991.1"
"PSMA6",1.33339948288907e-210,0.313440263843259,0.309,0.052,2.91401122990577e-206,"6","PSMA6"
"LPP",2.00536911392244e-210,0.292219873562547,0.494,0.118,4.3825336615661e-206,"6","LPP"
"CDK13",5.42958099497174e-210,0.402459019654187,0.276,0.042,1.18658063064113e-205,"6","CDK13"
"ZNF320",5.80561010449806e-210,0.498597096984624,0.475,0.116,1.268758032237e-205,"6","ZNF320"
"MALAT11",7.54040749105946e-210,1.13082582898746,0.982,0.74,1.64788065309614e-205,"6","MALAT1"
"RPL61",1.41897763609777e-209,0.840150862672049,0.942,0.398,3.10103372592807e-205,"6","RPL6"
"ATP2A2",1.95116083136867e-209,0.288788374441219,0.272,0.041,4.26406688087309e-205,"6","ATP2A2"
"TMF1",2.60114042043161e-209,0.263922278924223,0.254,0.036,5.68453227481123e-205,"6","TMF1"
"UGGT1",9.07512473973468e-209,0.25408923280801,0.331,0.06,1.98327776062162e-204,"6","UGGT1"
"AC005005.4",7.00651297422095e-208,0.382995062228272,0.328,0.059,1.53120334538625e-203,"6","AC005005.4"
"STARD10",1.38225283482699e-205,0.348663628405185,0.27,0.041,3.02077534523091e-201,"6","STARD10"
"ANKRD12",1.22520110916259e-204,0.308559213286836,0.383,0.083,2.67755450396392e-200,"6","ANKRD12"
"SYAP1",4.76992134732186e-204,0.264932720673838,0.3,0.051,1.04241861124372e-199,"6","SYAP1"
"KPNA5",3.1832542687766e-203,0.3794667600414,0.286,0.047,6.95668387898438e-199,"6","KPNA5"
"FLVCR1",3.21765987193705e-203,0.34789285821685,0.309,0.053,7.03187388413123e-199,"6","FLVCR1"
"DFFA",5.00682104272734e-203,0.384254349911117,0.383,0.08,1.09419067067763e-198,"6","DFFA"
"TUBA1A1",6.29275927701098e-203,0.295360908036269,0.81,0.245,1.37521961239798e-198,"6","TUBA1A"
"MAN1B1-DT",7.12535292421686e-203,0.317853246181224,0.37,0.074,1.55717462805835e-198,"6","MAN1B1-DT"
"PRELID1",4.20452406690614e-202,0.254804501002894,0.265,0.04,9.18856689581669e-198,"6","PRELID1"
"PCSK7",7.21422128299943e-202,0.458445973118996,0.346,0.068,1.57659591918669e-197,"6","PCSK7"
"CCDC142",5.21616204862721e-200,0.529500300983275,0.45,0.11,1.13994005410699e-195,"6","CCDC142"
"HMGN2",7.09738817168005e-200,0.395045056206746,0.786,0.24,1.55106321103896e-195,"6","HMGN2"
"CRYZL1",8.08493140997913e-200,0.288623932596665,0.337,0.064,1.76688091033684e-195,"6","CRYZL1"
"CHGB1",1.21018796404309e-199,0.738708313310231,0.926,0.321,2.64474477661977e-195,"6","CHGB"
"CEBPZOS",8.96203788734708e-199,0.429825937099918,0.357,0.072,1.95856375990083e-194,"6","CEBPZOS"
"ZNF397",1.90929690062439e-198,0.405149883395203,0.329,0.062,4.17257744662453e-194,"6","ZNF397"
"ARMC10",2.45330093866383e-198,0.404331984725051,0.483,0.12,5.36144387135594e-194,"6","ARMC10"
"RPL23A",6.34265537361036e-198,0.735210204230055,0.924,0.359,1.38612390534881e-193,"6","RPL23A"
"CFC12",1.39963317539195e-197,0.648080439178713,0.858,0.285,3.05875834150157e-193,"6","CFC1"
"RNF115",3.65381141204151e-197,0.33487313890138,0.408,0.091,7.98503945987551e-193,"6","RNF115"
"KCNQ1OT1",1.08611716399829e-196,0.320880610433253,0.33,0.063,2.37360045020185e-192,"6","KCNQ1OT1"
"CYSLTR1",3.55444861132633e-196,0.371771365800958,0.261,0.04,7.76789199519255e-192,"6","CYSLTR1"
"PCNX4",6.62041824629833e-195,0.274654266736502,0.272,0.044,1.44682620354604e-190,"6","PCNX4"
"MINDY2",2.75187713181834e-194,0.312065022162343,0.309,0.056,6.01395228387579e-190,"6","MINDY2"
"MPLKIP",3.69854513398958e-194,0.256654394553749,0.275,0.045,8.08280053582082e-190,"6","MPLKIP"
"RBBP5",3.87003632367333e-194,0.528937526228754,0.421,0.099,8.4575773817557e-190,"6","RBBP5"
"FAM120AOS",1.18056882479821e-193,0.299767044608795,0.265,0.042,2.58001510971402e-189,"6","FAM120AOS"
"BAZ2B",1.30660050113153e-193,0.30260002937782,0.326,0.062,2.85544473517284e-189,"6","BAZ2B"
"MIRLET7BHG",1.20093553880731e-192,0.476432660979139,0.322,0.061,2.6245245265095e-188,"6","MIRLET7BHG"
"CLIP1",1.55181591367664e-192,0.443995375481755,0.419,0.104,3.39133849774893e-188,"6","CLIP1"
"KCNMB1",6.43435962311898e-191,0.434260550754803,0.303,0.055,1.40616495203642e-186,"6","KCNMB1"
"CERCAM",7.76226849542784e-190,0.282893411192014,0.261,0.041,1.6963661569908e-185,"6","CERCAM"
"ALDH6A1",2.56098294506577e-188,0.311631283039545,0.346,0.07,5.59677212814673e-184,"6","ALDH6A1"
"SEMA3E",2.09735716860631e-187,0.759772336817867,0.593,0.202,4.58356435627224e-183,"6","SEMA3E"
"PTK2",5.2708184052983e-187,0.329669913332775,0.261,0.042,1.15188465429389e-182,"6","PTK2"
"AQP3",8.83477211394396e-187,0.514116039870747,0.29,0.05,1.93075109778131e-182,"6","AQP3"
"SLC16A1-AS1",1.11522716297498e-185,0.461469509794625,0.261,0.042,2.43721744196552e-181,"6","SLC16A1-AS1"
"CD226",1.29996714968775e-185,0.491960780213534,0.34,0.069,2.84094820892761e-181,"6","CD226"
"ABL2",5.69215579624718e-184,0.396116860778115,0.386,0.088,1.24396372771186e-179,"6","ABL2"
"ZNF844",2.07063912294017e-182,0.406021554952675,0.352,0.074,4.52517473927344e-178,"6","ZNF844"
"LINC01206",3.36218335272128e-181,0.34086560920256,0.265,0.045,7.34771549903708e-177,"6","LINC01206"
"ZNF106",2.01347547608997e-180,0.313336520635457,0.297,0.057,4.40024930544702e-176,"6","ZNF106"
"RHOB",2.7994136982141e-180,0.278105086978799,0.335,0.067,6.11783869607709e-176,"6","RHOB"
"ABCC9",3.15393875888779e-180,0.310330220958776,0.258,0.043,6.89261776367338e-176,"6","ABCC9"
"ID1",3.26244320843173e-179,0.581471490823255,0.552,0.153,7.12974338770671e-175,"6","ID1"
"RPL13AP71",4.5753939443544e-179,0.301439312207459,0.742,0.247,9.99906592599211e-175,"6","RPL13AP7"
"RPS11",6.43549354468095e-179,0.777546178156496,0.944,0.347,1.40641275925458e-174,"6","RPS11"
"FRRS1L",1.4453309862869e-178,0.271389032682477,0.259,0.043,3.1586263374314e-174,"6","FRRS1L"
"RPL171",4.48119659084815e-178,0.691880967644224,0.948,0.402,9.79320702963954e-174,"6","RPL17"
"GABARAP",8.04687982302061e-178,0.526276221013557,0.884,0.309,1.75856511652292e-173,"6","GABARAP"
"CCDC26",2.27946583833277e-177,0.463371012806856,0.251,0.042,4.98154464309244e-173,"6","CCDC26"
"NNT",6.20494108957692e-177,0.262980721731013,0.274,0.048,1.35602782571614e-172,"6","NNT"
"P3H4",1.81543191553059e-175,0.375005662299391,0.3,0.058,3.96744490820055e-171,"6","P3H4"
"IFT22",4.28810626150339e-174,0.479807480987419,0.435,0.117,9.37122742388951e-170,"6","IFT22"
"AGO3",4.90228864707348e-174,0.371927525654237,0.356,0.081,1.07134616093144e-169,"6","AGO3"
"TUBA1B2",6.90265083835368e-174,0.281764646486706,0.877,0.289,1.50850531421381e-169,"6","TUBA1B"
"SLC43A2",9.1823847122684e-173,0.679119561059516,0.49,0.155,2.00671835501914e-168,"6","SLC43A2"
"RPS61",1.72944847361287e-171,0.67330243563551,0.926,0.333,3.77953669423356e-167,"6","RPS6"
"H2AJ",1.98585098084726e-171,0.2501134276028,0.273,0.049,4.33987873354361e-167,"6","H2AJ"
"CSNK2A1",2.26247127586523e-169,0.261601243424458,0.488,0.144,4.94440472627588e-165,"6","CSNK2A1"
"CCDC88A",8.68958005365935e-169,0.295655505132268,0.265,0.048,1.89902082492672e-164,"6","CCDC88A"
