"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SST",8.46811185754221e-301,1.27800694686898,0.875,0.717,1.85062116534727e-296,"0","SST"
"MT-ND1",3.68764476573489e-209,0.564164328576354,0.993,0.979,8.05897887103703e-205,"0","MT-ND1"
"MT-ND4",6.45232605413055e-191,0.439189830253282,0.99,0.977,1.41009133586969e-186,"0","MT-ND4"
"MT-ND3",1.47561539152504e-156,0.441015510949859,0.97,0.952,3.22480987663882e-152,"0","MT-ND3"
"SP100",1.38530657485824e-122,1.38821689619815,0.707,0.617,3.02744898869519e-118,"0","SP100"
"PRRG3",1.18227306015733e-87,1.36333395483251,0.549,0.462,2.58373954566784e-83,"0","PRRG3"
"LDB1",7.6802523974908e-87,1.26358646364584,0.537,0.461,1.67844235894764e-82,"0","LDB1"
"DNMT3A",9.35343834870468e-86,1.35480352074406,0.565,0.492,2.04410041672592e-81,"0","DNMT3A"
"MT-ATP6",1.66300983640075e-69,0.294162222724766,0.983,0.974,3.63434169647019e-65,"0","MT-ATP6"
"RAB12",1.1634938310221e-65,1.31410023443109,0.508,0.449,2.5426994183157e-61,"0","RAB12"
"MT-ND2",7.26533844265949e-64,0.343069608984001,0.939,0.918,1.5877670632588e-59,"0","MT-ND2"
"COL6A3",4.05445082326486e-62,1.29405015366897,0.578,0.53,8.86059682916302e-58,"0","COL6A3"
"AP1M1",1.77492237391759e-60,1.19921022659069,0.483,0.42,3.87891535595951e-56,"0","AP1M1"
"S1PR2",6.13488420005761e-60,1.30306795123438,0.398,0.321,1.34071759308059e-55,"0","S1PR2"
"CBWD3",2.12855881555139e-59,1.20117105372376,0.465,0.406,4.65175243550602e-55,"0","CBWD3"
"AC010359.3",8.62485192780618e-50,1.21198420475921,0.384,0.302,1.88487514030276e-45,"0","AC010359.3"
"MT-CYB",2.1703462558086e-48,0.304699692820522,0.921,0.914,4.74307470744411e-44,"0","MT-CYB"
"MT-ND5",4.05593145510793e-44,0.363200845215997,0.779,0.792,8.86383260199287e-40,"0","MT-ND5"
"AL512646.1",3.24358736137038e-43,1.18478882518483,0.378,0.315,7.08853581953882e-39,"0","AL512646.1"
"SNX27",1.03487262120039e-34,1.31062696922147,0.354,0.298,2.26161062637134e-30,"0","SNX27"
"RRP15",1.17902805411817e-30,1.19225461980273,0.283,0.224,2.57664790946985e-26,"0","RRP15"
"PDZD8",5.39569432987895e-27,1.09443941011084,0.328,0.284,1.17917503885175e-22,"0","PDZD8"
"MED28",5.83769257739696e-24,1.14415121271463,0.332,0.292,1.27576933586433e-19,"0","MED28"
"CNOT6L",4.06878446849232e-23,1.09100136851027,0.277,0.231,8.89192157744312e-19,"0","CNOT6L"
"PPY",4.10777903459762e-20,0.578583795026981,0.408,0.359,8.97714030220963e-16,"0","PPY"
"PDK3",5.2158368360073e-20,1.02879293798042,0.334,0.305,1.13986898214104e-15,"0","PDK3"
"BRAF",1.33109319223645e-15,0.962586136264111,0.32,0.286,2.90897106231353e-11,"0","BRAF"
"MTCO2P12",5.10938043676839e-12,0.45714292413452,0.424,0.377,1.11660400065136e-07,"0","MTCO2P12"
"MT-ATP8",7.7395801448304e-12,0.362906515530518,0.565,0.606,1.69140784485124e-07,"0","MT-ATP8"
"ARSA",9.1578881902509e-11,0.950941504353867,0.293,0.272,2.00136488509743e-06,"0","ARSA"
"INS",0,1.75752414868874,0.937,0.62,0,"1","INS"
"GNAS",0,1.01519724789627,0.974,0.859,0,"1","GNAS"
"DLK1",1.49759173534337e-228,1.80545599141919,0.639,0.345,3.27283697841939e-224,"1","DLK1"
"CDKN1C",9.27845565801288e-201,1.72486458759892,0.711,0.476,2.02771369950213e-196,"1","CDKN1C"
"IAPP",1.83940586147178e-164,1.6750382174328,0.735,0.531,4.01983756966044e-160,"1","IAPP"
"DEPP1",2.82225890111648e-132,1.37157210573978,0.661,0.48,6.16776460249995e-128,"1","DEPP1"
"CPE",2.11247733700018e-93,0.823204237827659,0.659,0.476,4.6166079722802e-89,"1","CPE"
"CHGA",2.58342955076814e-83,0.862290941864423,0.727,0.581,5.64582694024869e-79,"1","CHGA"
"PCSK1",2.0929002741446e-81,1.42462952534609,0.289,0.139,4.57382425911561e-77,"1","PCSK1"
"UCHL1",1.13159209948864e-73,1.14805202382235,0.433,0.275,2.47298137422248e-69,"1","UCHL1"
"PAPSS2",2.63444523323857e-47,1.20167566238419,0.34,0.227,5.75731661271957e-43,"1","PAPSS2"
"SCG2",3.44094175544797e-42,0.675405841963903,0.518,0.401,7.519834112356e-38,"1","SCG2"
"PCSK1N",1.67051870276447e-38,0.652584627781952,0.434,0.3,3.65075157302147e-34,"1","PCSK1N"
"SLC30A8",3.56168436940566e-35,0.937973227494483,0.342,0.243,7.78370502089912e-31,"1","SLC30A8"
"ABCC8",1.03663466874908e-34,1.18692108180965,0.257,0.165,2.26546140508425e-30,"1","ABCC8"
"VGF",4.99254049441443e-33,0.658819658633175,0.538,0.437,1.09106979964933e-28,"1","VGF"
"TIMP2",1.04229135118947e-27,0.97838663866198,0.3,0.218,2.27782351888946e-23,"1","TIMP2"
"PTPRN",1.13966159386787e-26,0.717910812177814,0.373,0.281,2.49061644723885e-22,"1","PTPRN"
"CFC1B",1.44906220427368e-26,0.619201896181203,0.368,0.276,3.16678054121969e-22,"1","CFC1B"
"PAM",2.14191857447522e-25,0.888429847083992,0.314,0.238,4.68094885265814e-21,"1","PAM"
"SCGN1",2.46835347905183e-25,0.775342298582105,0.364,0.284,5.39433969311988e-21,"1","SCGN"
"PEBP1",2.24997100380306e-19,0.641322090593269,0.432,0.382,4.91708663171121e-15,"1","PEBP1"
"RBP4",2.37524417209149e-17,0.859581629064491,0.258,0.189,5.19085861368874e-13,"1","RBP4"
"TSPAN13",2.78286552794028e-15,0.811405922778609,0.253,0.194,6.08167432476069e-11,"1","TSPAN13"
"ZNF395",1.48316075236896e-14,0.912655549320013,0.276,0.226,3.24129950822713e-10,"1","ZNF395"
"CFC1",2.22586794904861e-14,0.388053029643562,0.384,0.316,4.86441181585083e-10,"1","CFC1"
"RPS23P8",7.07793241290435e-14,0.280865681859615,0.468,0.381,1.54681134951612e-09,"1","RPS23P8"
"RPS3",1.14455543492595e-11,0.388551487711575,0.484,0.438,2.50131144748718e-07,"1","RPS3"
"CD99",1.85455137381533e-11,0.500165417620773,0.377,0.33,4.05293657233603e-07,"1","CD99"
"RPS3AP26",3.40464030009439e-11,0.370659435228785,0.304,0.244,7.44050091182628e-07,"1","RPS3AP26"
"RPS3AP6",9.402500695609e-11,0.363236018728624,0.303,0.245,2.05482250201839e-06,"1","RPS3AP6"
"MXRA7",8.02899722135976e-10,0.742179047675904,0.305,0.274,1.75465705275596e-05,"1","MXRA7"
"TUBA1A",1.11706610761795e-09,0.63572081101906,0.316,0.28,2.44123627158826e-05,"1","TUBA1A"
"SCG5",7.32282275704315e-09,0.375353409907218,0.361,0.315,0.000160032968532421,"1","SCG5"
"RPS27A",3.93327139481409e-08,0.311356127453895,0.592,0.576,0.00085957713062267,"1","RPS27A"
"RPS23",2.13535851006065e-06,0.26732902434907,0.604,0.587,0.0466661248788654,"1","RPS23"
"FN1",1.59242418968433e-223,1.95047170649004,0.273,0.059,3.48008382413613e-219,"2","FN1"
"COL1A1",6.88473217334423e-176,1.62638984570597,0.266,0.068,1.50458936916265e-171,"2","COL1A1"
"IGFBP5",7.71061511895369e-124,1.34914225719402,0.337,0.136,1.68507782809614e-119,"2","IGFBP5"
"MT-RNR2",7.68946544935583e-106,0.318914561469565,0.998,0.993,1.68045577930222e-101,"2","MT-RNR2"
"GCG",2.11072755353807e-102,0.368632262899498,0.922,0.779,4.61278399550209e-98,"2","GCG"
"TIMP1",1.57634853757643e-100,1.5908371292402,0.392,0.215,3.44495209401954e-96,"2","TIMP1"
"MT-ND11",1.86260839389897e-97,0.431962679359242,0.991,0.981,4.07054438402681e-93,"2","MT-ND1"
"MT-ND41",2.23163288294992e-91,0.334173197148287,0.995,0.978,4.87701050239876e-87,"2","MT-ND4"
"MT-ND31",1.46879999576078e-55,0.279674754401887,0.97,0.954,3.2099155107356e-51,"2","MT-ND3"
"IER3",2.43713988120483e-53,0.643138215072074,0.608,0.48,5.32612549638504e-49,"2","IER3"
"COL6A31",1.25106629553862e-50,0.625146640691005,0.644,0.528,2.73408028227011e-46,"2","COL6A3"
"SP1001",3.38204870727702e-31,0.498620508370315,0.714,0.63,7.3911292448832e-27,"2","SP100"
"MT-ND51",1.20611034510788e-21,0.274387095534226,0.802,0.787,2.63583354819875e-17,"2","MT-ND5"
"DNMT3A1",6.7980765474524e-15,0.496377121433549,0.541,0.506,1.48565164868025e-10,"2","DNMT3A"
"RPS23P81",6.19286396570329e-14,0.325807424786559,0.462,0.383,1.3533884910648e-09,"2","RPS23P8"
"RAB121",2.46384296777483e-11,0.502990569606331,0.487,0.461,5.38448242177511e-07,"2","RAB12"
"PRRG31",4.04453952083252e-10,0.462036844773511,0.503,0.482,8.83893666882739e-06,"2","PRRG3"
"LDB11",4.45264804007497e-10,0.554013840715227,0.492,0.479,9.73081702677984e-06,"2","LDB1"
"MT-ATP81",4.0523385933688e-09,0.296627881606072,0.588,0.596,8.85598076194818e-05,"2","MT-ATP8"
"MTCO2P121",7.98694558886823e-08,0.377457947305023,0.43,0.383,0.00174546708899126,"2","MTCO2P12"
"AP1M11",9.32587040752165e-08,0.510682478510338,0.444,0.434,0.00203807571885978,"2","AP1M1"
"AL512646.11",4.65399289601187e-07,0.525440268489658,0.351,0.329,0.0101708360749443,"2","AL512646.1"
"REG1B",0,3.56687298779919,0.712,0.12,0,"3","REG1B"
"REG1A",0,3.54511361623571,0.957,0.361,0,"3","REG1A"
"CTRB2",0,3.54139250849557,0.635,0.082,0,"3","CTRB2"
"PRSS2",0,3.49605620895243,0.626,0.093,0,"3","PRSS2"
"SPINK1",0,3.32051703342901,0.6,0.092,0,"3","SPINK1"
"CPA1",0,3.25226089237777,0.343,0.033,0,"3","CPA1"
"CELA3A",0,2.85776870296057,0.318,0.029,0,"3","CELA3A"
"PRSS1",0,2.76158001348365,0.33,0.04,0,"3","PRSS1"
"SERPINA3",0,2.14802074907761,0.49,0.138,0,"3","SERPINA3"
"AL049839.2",0,1.81974957346787,0.511,0.154,0,"3","AL049839.2"
"REG3A",1.08256066286821e-295,2.94303761875543,0.452,0.134,2.36582807263218e-291,"3","REG3A"
"CPB1",1.09597387715305e-290,2.80143570636767,0.3,0.055,2.39514131113028e-286,"3","CPB1"
"OLFM4",7.6045734641665e-191,2.4976698130991,0.439,0.168,1.66190348485895e-186,"3","OLFM4"
"IL32",2.88209327534111e-166,2.00922814541464,0.31,0.097,6.29852664393045e-162,"3","IL32"
"GDF15",1.35480348947681e-165,1.96626525169386,0.428,0.18,2.96078754590262e-161,"3","GDF15"
"HSPB1",6.74704713566789e-158,1.48223901893971,0.599,0.362,1.47449968102886e-153,"3","HSPB1"
"RPL10",9.06469496379366e-99,1.12026119605007,0.67,0.508,1.98099843738747e-94,"3","RPL10"
"TM4SF1",2.05657071071347e-96,1.61915920803974,0.301,0.13,4.49442963119322e-92,"3","TM4SF1"
"IFITM3",4.13815142533065e-78,1.26249151091034,0.333,0.166,9.04351612491761e-74,"3","IFITM3"
"TMSB4X",5.0429850837416e-66,0.982994018142304,0.505,0.352,1.10209396020089e-61,"3","TMSB4X"
"RPL27A",1.47218545151293e-58,0.594009428866474,0.753,0.68,3.21731408573636e-54,"3","RPL27A"
"RPS28",1.88252458098541e-49,0.696973438539709,0.622,0.529,4.1140692192855e-45,"3","RPS28"
"RPL18A",8.83169610791604e-49,0.977725285343735,0.565,0.446,1.93007886742397e-44,"3","RPL18A"
"SOD2",9.00385413479605e-48,1.16979949221007,0.303,0.179,1.96770228261833e-43,"3","SOD2"
"TPT1",4.21119896103425e-45,0.624020273652931,0.65,0.57,9.20315420944426e-41,"3","TPT1"
"RPS13",6.29983781240481e-43,0.743275935576294,0.557,0.471,1.37676655552295e-38,"3","RPS13"
"RPS23P82",9.8788851552383e-41,0.59586144916983,0.523,0.375,2.15893156182578e-36,"3","RPS23P8"
"RPS9",1.14721968310853e-38,0.662102825560147,0.589,0.524,2.50713389546538e-34,"3","RPS9"
"RPL18AP3",7.48906846198942e-37,0.743557544759472,0.277,0.163,1.63666102168317e-32,"3","RPL18AP3"
"RPL7A",2.39462740823179e-33,0.562521703765998,0.729,0.657,5.23321873794975e-29,"3","RPL7A"
"RPS19",9.824169890441e-33,0.794897365805146,0.474,0.401,2.14697408785698e-28,"3","RPS19"
"SST1",1.08043421657168e-32,0.289191711919706,0.806,0.751,2.36118093689574e-28,"3","SST"
"RPL15",1.19103530803567e-32,0.460567848849721,0.723,0.688,2.60288856218115e-28,"3","RPL15"
"RPL41",1.82067251286655e-32,0.511957878950131,0.828,0.769,3.97889770961856e-28,"3","RPL41"
"RPS29",5.32330048768294e-31,0.527322470084852,0.637,0.584,1.16335408857823e-26,"3","RPS29"
"RPS4X",3.3190947415521e-30,0.527245936889402,0.616,0.562,7.25354964818797e-26,"3","RPS4X"
"RPL14",6.78873340218836e-30,0.690505907165332,0.524,0.461,1.48360979771424e-25,"3","RPL14"
"RPS24",1.52614104834569e-29,0.530467168838996,0.616,0.549,3.33522864705467e-25,"3","RPS24"
"AC079250.1",7.48921398416789e-29,0.729586975329927,0.27,0.172,1.63669282410005e-24,"3","AC079250.1"
"RPS12",7.22198373519082e-28,0.698632219191134,0.56,0.475,1.5782923254886e-23,"3","RPS12"
"B2M",7.68801690356708e-28,0.477450905016531,0.664,0.611,1.68013921410555e-23,"3","B2M"
"RPL13P12",5.14112998149781e-27,0.656557499215427,0.276,0.177,1.12354254615653e-22,"3","RPL13P12"
"ACTG1",7.12514380525421e-26,0.721678995347542,0.474,0.402,1.55712892720026e-21,"3","ACTG1"
"SAT1",1.68502037239938e-23,1.01262901863746,0.259,0.18,3.6824435218416e-19,"3","SAT1"
"RPL13",3.76183036871966e-20,0.512933152904294,0.594,0.527,8.22110408779994e-16,"3","RPL13"
"RPS27A1",1.04806786663807e-17,0.443369218577172,0.611,0.574,2.29044751575085e-13,"3","RPS27A"
"RPS14",1.86596326066845e-17,0.470516128123261,0.528,0.498,4.07787610986482e-13,"3","RPS14"
"EEF1A1",5.26723868651481e-16,0.390077878439839,0.736,0.682,1.15110234255095e-11,"3","EEF1A1"
"RPL41P2",6.51296665193704e-16,0.44432058235865,0.429,0.339,1.42334373211432e-11,"3","RPL41P2"
"FTH1",3.93285134315579e-14,0.423566108268846,0.528,0.473,8.59485332533267e-10,"3","FTH1"
"RPL11",6.48954727300948e-14,0.475682555081285,0.51,0.488,1.41822566104349e-09,"3","RPL11"
"RPS2",8.71565421914649e-13,0.48012050576288,0.529,0.495,1.90471907305227e-08,"3","RPS2"
"RPS231",3.43387525942004e-12,0.410471641184299,0.622,0.585,7.50439099193656e-08,"3","RPS23"
"AP002990.1",1.20408144038536e-11,0.414053252191902,0.437,0.396,2.63139957981816e-07,"3","AP002990.1"
"RPS3AP261",7.09008302608525e-11,0.416222126586834,0.303,0.245,1.54946674452067e-06,"3","RPS3AP26"
"RPS3AP61",7.82945717330395e-11,0.415001307571151,0.302,0.246,1.71104957065385e-06,"3","RPS3AP6"
"RPS5",2.2775461514862e-10,0.656722916273862,0.352,0.327,4.97734935945794e-06,"3","RPS5"
"NEAT1",4.24627813682036e-10,0.654124288271889,0.322,0.284,9.27981624020722e-06,"3","NEAT1"
"RPS16",9.11215016255653e-10,0.4333324611323,0.467,0.455,1.9913692965251e-05,"3","RPS16"
"RPL23",1.65169321188277e-09,0.443359236936965,0.463,0.448,3.60961034524861e-05,"3","RPL23"
"RPL13A",2.17509248169013e-09,0.539181265811619,0.47,0.421,4.75344710948561e-05,"3","RPL13A"
"PTP4A1",5.25906123017729e-09,0.59587173486581,0.295,0.256,0.000114931524124294,"3","PTP4A1"
"PPIA",2.16551728203976e-08,0.506002446163441,0.419,0.405,0.000473252146816968,"3","PPIA"
"AL135905.2",2.17642588389547e-08,0.579597222984803,0.296,0.261,0.000475636112666515,"3","AL135905.2"
"RPL7",3.86587021389488e-07,0.5307636089103,0.413,0.397,0.00844847276544587,"3","RPL7"
"RPS31",4.37806711678847e-07,0.331008140886463,0.46,0.442,0.00956782787702953,"3","RPS3"
"TTR",0,2.37543952691254,0.899,0.413,0,"4","TTR"
"GCG1",0,2.24570812858058,0.943,0.781,0,"4","GCG"
"TM4SF4",4.14772226182553e-301,2.1476956100262,0.547,0.17,9.06443223099351e-297,"4","TM4SF4"
"CHGB",2.44725324913891e-185,1.58206675731939,0.648,0.333,5.34822725066816e-181,"4","CHGB"
"ALDH1A1",1.16831668037125e-171,1.92202101529486,0.493,0.21,2.55323927328334e-167,"4","ALDH1A1"
"CLU",7.22128721053725e-157,1.37159375692746,0.689,0.424,1.57814010699081e-152,"4","CLU"
"VGF1",1.98818634659092e-96,1.14445179672964,0.65,0.429,4.3449824418398e-92,"4","VGF"
"SCG51",9.11427860676104e-73,1.01180295569514,0.5,0.302,1.99183444672156e-68,"4","SCG5"
"MALAT1",1.0031374249277e-65,0.657688874227389,0.872,0.744,2.19225652843699e-61,"4","MALAT1"
"CFC1B1",9.99492213830788e-62,1.09783610926482,0.445,0.271,2.1842902841058e-57,"4","CFC1B"
"PCSK21",1.92455955093193e-61,1.25812645791615,0.403,0.238,4.20593244260664e-57,"4","PCSK2"
"CPE1",2.89945892682022e-61,0.742182706327624,0.666,0.483,6.33647753867291e-57,"4","CPE"
"SCG21",6.28531075021716e-56,0.984068884473094,0.564,0.401,1.37359181135246e-51,"4","SCG2"
"CFC11",7.31222049033603e-56,1.07889764393489,0.474,0.31,1.59801266595804e-51,"4","CFC1"
"CD991",1.68705284680787e-44,0.949184613212207,0.461,0.323,3.68688529141391e-40,"4","CD99"
"TMEM176B",7.46275562357232e-40,1.14866065265868,0.322,0.197,1.63091061397549e-35,"4","TMEM176B"
"PCSK1N1",1.88731439152563e-32,0.695684940489273,0.442,0.304,4.12453687124011e-28,"4","PCSK1N"
"CHGA1",1.08534508529326e-27,0.43368698840926,0.703,0.59,2.37191314939989e-23,"4","CHGA"
"HLA-A",1.79733217669086e-23,0.49538607531154,0.608,0.517,3.9278897389402e-19,"4","HLA-A"
"ATP5F1E",1.46242502237756e-22,0.703710072786326,0.437,0.355,3.19598364390392e-18,"4","ATP5F1E"
"TUBA1B1",1.84950325224371e-14,0.595809458388883,0.39,0.324,4.04190440745341e-10,"4","TUBA1B"
"KIAA1324",4.13265610620634e-14,0.766250993017153,0.302,0.236,9.03150665450334e-10,"4","KIAA1324"
"TMEM176A",4.41693811052469e-13,0.842032891964191,0.252,0.19,9.65277654674066e-09,"4","TMEM176A"
"B2M1",5.84734078777144e-11,0.288255142921754,0.658,0.613,1.27787785575957e-06,"4","B2M"
"SLC30A81",1.08129717456368e-10,0.586733496244098,0.311,0.25,2.36306684529146e-06,"4","SLC30A8"
"CST3",1.59500090203914e-09,0.606591992338376,0.362,0.319,3.48571497131634e-05,"4","CST3"
"SERPINA1",5.60510503800404e-09,0.626408207091925,0.563,0.516,0.00012249396550054,"4","SERPINA1"
"CD63",8.27774101398642e-09,0.404083471742577,0.482,0.452,0.000180901752119659,"4","CD63"
"RNASEK2",4.11228157468138e-08,0.369954027923424,0.324,0.263,0.000898698015330868,"4","RNASEK"
"SPINT2",7.08971646519541e-07,0.647853410962167,0.292,0.256,0.015493866363038,"4","SPINT2"
"KRT19",1.60384766977265e-286,2.73472474595252,0.44,0.096,3.50504869752116e-282,"5","KRT19"
"MMP7",3.24001421129556e-261,2.60160026590928,0.343,0.06,7.08072705736532e-257,"5","MMP7"
"PMEPA1",1.0989684328078e-234,2.32653785097,0.443,0.116,2.40168561305816e-230,"5","PMEPA1"
"ANXA2",6.25174139405176e-209,2.04278999271641,0.672,0.324,1.36625556425607e-204,"5","ANXA2"
"TACSTD2",8.89099309043269e-200,2.20596448843694,0.358,0.085,1.94303762998316e-195,"5","TACSTD2"
"CXCL1",8.32030101007925e-196,3.0517001638368,0.278,0.052,1.81831858274272e-191,"5","CXCL1"
"SERPING1",9.8625062810287e-192,2.22002993167417,0.301,0.062,2.15535212265601e-187,"5","SERPING1"
"CXCL8",1.39299464878419e-154,2.09017152371059,0.318,0.084,3.04425050545296e-150,"5","CXCL8"
"TM4SF11",1.49449255979499e-136,1.78079124288832,0.389,0.131,3.26606404017598e-132,"5","TM4SF1"
"TMSB4X1",6.14980070918716e-136,1.4481451302283,0.641,0.348,1.34397744698576e-131,"5","TMSB4X"
"ZFP36L1",7.15603558888653e-119,1.70425566000326,0.369,0.131,1.56388001759526e-114,"5","ZFP36L1"
"ANXA4",3.97213317510132e-117,2.04077665521037,0.275,0.08,8.68069984086643e-113,"5","ANXA4"
"TMSB10",1.08440612072242e-106,1.65557771982044,0.473,0.228,2.36986113622678e-102,"5","TMSB10"
"AL049839.21",1.21739653776884e-106,1.18248634432455,0.437,0.177,2.66049839364003e-102,"5","AL049839.2"
"SAT11",8.27893105719259e-105,1.81019173633683,0.402,0.172,1.80927759323887e-100,"5","SAT1"
"SERPINA31",4.20766732456743e-104,1.26720732188652,0.407,0.161,9.19543617110967e-100,"5","SERPINA3"
"IFITM31",2.5603054548577e-99,1.50051285049249,0.404,0.168,5.59529154104602e-95,"5","IFITM3"
"IFITM2",2.45251668413639e-98,1.63212237838816,0.338,0.127,5.35972996151167e-94,"5","IFITM2"
"SOD21",8.08879119755915e-94,1.56942406038634,0.401,0.176,1.76772442831458e-89,"5","SOD2"
"SERPINA11",6.14350687032044e-93,1.29422334119309,0.716,0.504,1.34260199143983e-88,"5","SERPINA1"
"CD59",1.36065390655034e-89,1.31166722788018,0.619,0.395,2.97357304737511e-85,"5","CD59"
"IGFBP3",5.39550528160813e-84,1.83049764420954,0.283,0.103,1.17913372424264e-79,"5","IGFBP3"
"SOX4",3.1642924858315e-82,1.69046661285757,0.301,0.117,6.91524479853615e-78,"5","SOX4"
"IER31",1.46460101138586e-81,0.984520006271227,0.696,0.479,3.20073905028265e-77,"5","IER3"
"ACTB1",3.60467294223426e-80,1.22537813958214,0.652,0.464,7.87765224795875e-76,"5","ACTB"
"S100A6",2.75903086585755e-77,1.7520321156792,0.379,0.185,6.02958605424509e-73,"5","S100A6"
"ITGB11",1.42507310936604e-72,1.47507849619486,0.448,0.254,3.11435477320854e-68,"5","ITGB1"
"CLDN4",3.11830147628347e-69,1.55259703841763,0.312,0.136,6.8147360462699e-65,"5","CLDN4"
"ELF3",2.31787446160928e-66,1.53196851445175,0.357,0.176,5.06548284840093e-62,"5","ELF3"
"CTSD",3.64699273893639e-66,1.29984311326654,0.444,0.254,7.9701379316716e-62,"5","CTSD"
"GDF151",5.34150319509331e-62,1.22312769024915,0.386,0.195,1.16733210825569e-57,"5","GDF15"
"CD44",4.54663348091395e-61,1.51201446950078,0.25,0.101,9.93621280918935e-57,"5","CD44"
"TAGLN21",2.13638388006461e-54,1.21613447952664,0.476,0.309,4.66885333149319e-50,"5","TAGLN2"
"KLF6",4.01525114167738e-54,1.55793617869715,0.263,0.118,8.77492984502174e-50,"5","KLF6"
"CD24",2.58122234087031e-53,1.28817030521261,0.31,0.151,5.64100330373798e-49,"5","CD24"
"OLFM41",3.90942847019735e-51,0.923292953357407,0.359,0.187,8.5436649787693e-47,"5","OLFM4"
"ACTG11",9.91659736199486e-48,0.822767698052348,0.565,0.398,2.16717318749036e-43,"5","ACTG1"
"S100A11",2.03774564161628e-46,1.37088191522411,0.298,0.154,4.45328932518821e-42,"5","S100A11"
"FTH11",2.27019709699948e-45,0.908485069525082,0.63,0.467,4.96128873578267e-41,"5","FTH1"
"HSPB11",1.39453804456136e-44,0.944138069990095,0.539,0.378,3.0476234425844e-40,"5","HSPB1"
"IER2",2.85905131384014e-44,1.33732520535332,0.271,0.134,6.24817074126624e-40,"5","IER2"
"CDH1",3.04648298525209e-44,1.27884504517242,0.34,0.191,6.65778391596991e-40,"5","CDH1"
"KRT8",1.73415344203209e-43,1.59486060587518,0.258,0.13,3.78981893221693e-39,"5","KRT8"
"IGFBP7",8.67551676767959e-37,1.38372319660254,0.26,0.138,1.8959474344087e-32,"5","IGFBP7"
"PTP4A11",8.89141855029744e-29,0.953697000011821,0.37,0.252,1.943130609982e-24,"5","PTP4A1"
"AL135905.21",9.95201341464574e-29,0.957676852397138,0.373,0.256,2.17491301163668e-24,"5","AL135905.2"
"HLA-B",2.16995821719846e-28,0.964763898188959,0.389,0.272,4.74222668786552e-24,"5","HLA-B"
"SPP1",4.55216852828289e-28,1.00566828140223,0.261,0.146,9.94830910170943e-24,"5","SPP1"
"B2M2",1.11656185320647e-22,0.524586904880415,0.69,0.611,2.44013427399741e-18,"5","B2M"
"APLP2",6.54962399436945e-21,0.917850366531529,0.346,0.25,1.4313548277295e-16,"5","APLP2"
"ATP1B1",2.44178045664909e-20,0.981498707158224,0.357,0.265,5.33626700996091e-16,"5","ATP1B1"
"PPIA1",6.86340675075196e-20,0.70673367489076,0.484,0.401,1.49992891130933e-15,"5","PPIA"
"RPL151",1.39180774000198e-19,0.374254676497023,0.744,0.687,3.04165663500032e-15,"5","RPL15"
"HLA-A1",1.86023911876984e-17,0.513996950022253,0.587,0.521,4.06536657015961e-13,"5","HLA-A"
"RPS191",9.00419204180865e-17,0.57944146411404,0.485,0.404,1.96777612881686e-12,"5","RPS19"
"EEF1A11",6.57711094061549e-16,0.327111306816897,0.768,0.682,1.43736182496211e-11,"5","EEF1A1"
"JUN",6.79657170358888e-16,0.99523203544001,0.257,0.18,1.48532278010231e-11,"5","JUN"
"RAC1",8.84017574264319e-16,0.87739797178497,0.325,0.247,1.93193200679724e-11,"5","RAC1"
"ENO1",5.01155459965388e-15,0.727276111793738,0.395,0.321,1.09522514220836e-10,"5","ENO1"
"H3-3B",4.91055229082935e-12,0.593602717143294,0.466,0.414,1.07315209763785e-07,"5","H3-3B"
"CLIC1",4.32102192610492e-10,0.638291420760841,0.385,0.328,9.44316131730969e-06,"5","CLIC1"
"RPL231",2.68065004536097e-09,0.387145740194685,0.494,0.446,5.85829260913186e-05,"5","RPL23"
"RPS161",9.70790574818887e-09,0.40069781953961,0.497,0.453,0.00021215657222092,"5","RPS16"
"RPL101",6.45629219961651e-08,0.298220962428449,0.575,0.523,0.00141095809730419,"5","RPL10"
"RPS121",2.03263884691633e-07,0.392373944774264,0.527,0.482,0.00444212893605095,"5","RPS12"
"SQSTM1",2.78574656009663e-07,0.64968149876607,0.302,0.257,0.00608797053243517,"5","SQSTM1"
"TPT11",4.58924485758431e-07,0.274702903649247,0.616,0.576,0.0100293357117648,"5","TPT1"
"EIF1",1.20032407391208e-06,0.392987254222562,0.46,0.424,0.0262318823112746,"5","EIF1"
"EEF1A2",0,1.64453252533059,0.72,0.061,0,"6","EEF1A2"
"EDN3",0,1.59270521616021,0.589,0.053,0,"6","EDN3"
"RPS3A",0,1.57372880474574,0.944,0.323,0,"6","RPS3A"
"PCSK1N2",0,1.5716625493841,0.962,0.269,0,"6","PCSK1N"
"CITED2",0,1.54501717147744,0.475,0.05,0,"6","CITED2"
"PCSK11",0,1.53923847207134,0.822,0.11,0,"6","PCSK1"
"RPL21",0,1.53167245898623,0.891,0.188,0,"6","RPL21"
"RPS25",0,1.5081704618598,0.88,0.177,0,"6","RPS25"
"GAPDHP35",0,1.50348108967235,0.655,0.089,0,"6","GAPDHP35"
"NLRP1",0,1.48404980442165,0.717,0.064,0,"6","NLRP1"
"AL078595.1",0,1.47545413047321,0.8,0.113,0,"6","AL078595.1"
"SYT7",0,1.46442453045068,0.754,0.073,0,"6","SYT7"
"RPL5",0,1.43427299296752,0.891,0.185,0,"6","RPL5"
